area #	Right/wrong	answer leader	Text	Image file name	alt text	Big text	Button 1	Button 2	Notes
2	w	Oops.	"Although you don't have to pay to use them, these services collect all the information you post, and may sell it to other companies so they can target you with specific ads."	iStock-1426362944.jpg	null		next	0	
3			"If you post something to social media, but then want to delete it, how easy is that to do?"	iStock-1400808488.jpg	null		Very easy	Very hard	
3	w	Oops.	"It's very hard to remove content – or even just a comment – from social media. And even if you do delete it, people may have already seen it or even made a copy of it. So remember: always think before posting content or comments."	iStock-2032640416.jpg	null		next	0	
3	r	That's right!	"It's very hard to remove content – or even just a comment – from social media. And even if you do delete it, people may have already seen it or even made a copy of it. So remember: always think before posting content or comments."	iStock-2032640416.jpg	null		next	0	
4			How much information in social media is fact-checked?	iStock-905130626.jpg	null		All of it	Some of it	
4	w	Oops.	"Very little information in social media is fact-checked. Many images you see online are totally false, like this flat Earth image. Even things that look real may not be true."	iStock-1293923256.jpg	A picture showing the Earth and the Moon as if they were flat		next	0	
4	r	That's right!	"Very little information in social media is fact-checked. Many images you see online are totally false, like this flat Earth image. Even things that look real may not be true."	iStock-1293923256.jpg	A picture showing the Earth and the Moon as if they were flat		next	0	
5			"Another thing to watch out for are fake social accounts set up by scammers – who then contact you in hopes that you will ""friend"" them or ""follow"" them. Once that happens, they may try to get personal information from you, or trick you into giving them money."	iStock-1214768130.jpg	null		next	0	
5			What clues do you see that this might not be a real account?	TGH_illustrations_facebook-fake-profile1.png	"A Facebook profile page for Jane Doe. Information on the page show that she joined Facebook three days ago, has two friends, and has no posts"		next	0	
5			"First, look for the date the account was created. If it's brand new, that's a clue it may be a scammer trying to trick you."	TGH_illustrations_facebook-fake-profile2.png	"The Facebook profile page, with highlighted information that Jane joined three days ago"		next	0	
5			"Accounts that have very few followers are suspicious. If you don't know who they are, you should probably ignore this request."	TGH_illustrations_facebook-fake-profile3.png	"The Facebook profile page, with highlighted information that Jane has two friends"		next	0	
5			"A final danger sign: people on Facebook and other social media sites usually post a lot about their friends, their family, and what interests them. If the account doesn't have many posts, that could be another sign this is fake."	TGH_illustrations_facebook-fake-profile4.png	"The Facebook profile page, with highlighted information that Jane has no posts available"		next	0	
6			"Social media can be a lot of fun, but there are some things to watch out for. Let's review what we've learned."			"^ *Social media are places made for keeping in touch with friends, family, and people you're interested in.*"	next	0	
6			"Social media can be a lot of fun, but there are some things to watch out for. Let's review what we've learned."			"^ Social media are places made for keeping in touch with friends, family, and people you're interested in.
^ *Examples of social media are Facebook, TikTok, YouTube, Instagram, and LinkedIn.*"	next	0	
6			"Social media can be a lot of fun, but there are some things to watch out for. Let's review what we've learned."			"^ Social media are places made for keeping in touch with friends, family, and people you're interested in.
^ Examples of social media are Facebook, TikTok, YouTube, Instagram, and LinkedIn.
^ *Social media are mostly free to use – but the companies may collect your personal information, sell it, and use it to send you targeted ads.*"	next	0	
6			"Social media can be a lot of fun, but there are some things to watch out for. Let's review what we've learned."			"^ Social media are places made for keeping in touch with friends, family, and people you're interested in.
^ Examples of social media are Facebook, TikTok, YouTube, Instagram, and LinkedIn.
^ Social media are mostly free to use – but the companies may collect your personal information, sell it, and use it to send you targeted ads.
^ *Social media should be fun and informative. If you feel bad after using it, try using it less.*"	next	0	
6			"Social media can be a lot of fun, but there are some things to watch out for. Let's review what we've learned."			"^ Social media are places made for keeping in touch with friends, family, and people you're interested in.
^ Examples of social media are Facebook, TikTok, YouTube, Instagram, and LinkedIn.
^ Social media are mostly free to use – but the companies may collect your personal information, sell it, and use it to send you targeted ads.
^ Social media should be fun and informative. If you feel bad after using it, try using it less.
^ *Most information on social media is not fact-checked, so always be aware that things you see might not be real.*"	next	0	
6			"Social media can be a lot of fun, but there are some things to watch out for. Let's review what we've learned."			"^ Social media are places made for keeping in touch with friends, family, and people you're interested in.
^ Examples of social media are Facebook, TikTok, YouTube, Instagram, and LinkedIn.
^ Social media are mostly free to use – but the companies may collect your personal information, sell it, and use it to send you targeted ads.
^ Social media should be fun and informative. If you feel bad after using it, try using it less.
^ Most information on social media is not fact-checked, so always be aware that things you see might not be real.
^ *Watch out for fake social accounts.*"	next	0	
6			"That's it! You have learned many ways to enjoy social media, and stay safe while you do. Congratulations!"	iStock-1393196330.jpg	null		next	0	
7			"Social media can be a lot of fun, but there are some things to watch out for. Let's review what we've learned."			"^ Social media are places made for keeping in touch with friends, family, and people you're interested in.
^ Examples of social media are Facebook, TikTok, YouTube, Instagram, and LinkedIn.
^ Social media are mostly free to use – but the companies may collect your personal information, sell it, and use it to send you targeted ads.
^ Social media should be fun and informative. If you feel bad after using it, try using it less.
^ Most information on social media is not fact-checked, so always be aware that things you see might not be real.
^ Watch out for fake social accounts."			
