area #	Right/wrong	answer leader	Text	Image file name	alt text	Big text	Button 1	Button 2	Notes
6			"Here, a ""5"" is used instead of an ""s."""	strong-password-numbers.png	The password I-LoVe-$unNy-d@y5! with the number 5 highlighted		next	0	
6			This password's third superpower is: *it uses symbols.*	strong-password-symbols.png	"The password I-LoVe-$unNy-d@y5! with highlights on the dashes, the dollar sign, the @ sign, and the exclamation point"		next	0	
6			Symbols are anything you can type that is NOT a letter or a number. These are the symbols you can usually put in a password.			"! @ # $ % ^ & * ( )  _ - + = { } [ ] < > | \ : ; "" ' . , ? / "	next	0	
6			"In this password, these are the symbols."	strong-password-symbols.png	"The password I-LoVe-$unNy-d@y5! with highlights on the dashes, the dollar sign, the @ sign, and the exclamation point"		next	0	
6			"So the second easy thing you can do to protect yourself is to use a STRONG PASSWORD with:

^ Upper- and lower-case letters
^ Numbers
^ Symbols"	strong-password.png	The password I-LoVe-$unNy-d@y5!		next	0	
7			So here's a test: what two easy things can you do to stop hackers?	iStock-1278402283.jpg	null		"1. Use only one password
2. Make this password weak"	"1. Make up new passwords
2. Use strong passwords"	
7	w	Oops.	Here's what you should do:			"1. Always make *new* passwords

2. Always use *strong* passwords"	next	0	
7	r	That's right!	Here's what you should do:			"1. Always make *new* passwords

2. Always use *strong* passwords"	next	0	
8			"When you start using passwords, you will soon discover: you have a LOT of passwords! What's the best way to keep track of all of your passwords?"	iStock-1319027422.jpg	null		Write them down in a safe place	Memorize them all	
8	r	That's right!	"To keep track of all your passwords, you can write them down."	iStock-1427720072.jpg	null		next	0	
8	w	Oops.	"Okay, it's true that memorizing all your passwords would be safe. But most people can't do that, so it's okay to write them down someplace safe."	iStock-1427720072.jpg	null		next	0	
8			"As you keep using your computer, you will need more and more passwords – maybe even dozens of them. So choose a nice blank book that you can arrange alphabetically, keep all your passwords in it, and keep it somewhere safe."	iStock-1427720072.jpg	null		next	0	
9			"Oh, and one last thing. This may seem obvious, but don't share your passwords with other people. If anyone asks for your password, do NOT share it with them, even if you think you know who they are."	iStock-1329866233.jpg	null		next	0	
9			"It might be a hacker trying to trick you. It's very important to know that companies you deal with will NEVER ask for your password. So if someone does ask, you should be very suspicious, and don't share it."	iStock-1329866636.jpg	null		next	0	
9			"We've gone over a lot of information, so let's look at it all again, just to remind you."	iStock-1332045439.jpg	null		next	0	
9			Here's how to stay safe with passwords!			^ *Always create NEW passwords.*	next	0	
9			Here's how to stay safe with passwords!			"^ Always create NEW passwords.
^ *Always use STRONG passwords.*"	next	0	
9			Here's how to stay safe with passwords!			"^ Always create NEW passwords.
^ Always use STRONG passwords.
^ *Write your passwords down, but keep this in a safe place. (Maybe on your phone.)*"	next	0	
9			Here's how to stay safe with passwords!			"^ Always create NEW passwords.
^ Always use STRONG passwords.
^ Write your passwords down, but keep this in a safe place. (Maybe on your phone.)
^ *Never share your passwords with anybody.*"	next	0	
9			That's it! You have learned some important ways to stay safe online by using passwords. Congratulations!	iStock-1182556998.jpg	null		next	0	
10			Here's how to stay safe with passwords!			"^ Always create NEW passwords.
^ Always use STRONG passwords.
^ Write your passwords down, but keep this in a safe place. (Maybe on your phone.)
^ Never share your passwords with anybody."			
